50000.0,56.5
100000.0,38.7
150000.0,47.1
200000.0,47.6
250000.0,47.3
300000.0,58.1
350000.0,57.5
400000.0,61.5
450000.0,61.9
500000.0,60.5
550000.0,64.5
600000.0,64.0
650000.0,64.1
700000.0,64.3
750000.0,64.2
800000.0,64.1
850000.0,65.0
900000.0,64.3
950000.0,64.1
1000000.0,64.4
1050000.0,35.5
1100000.0,34.0
1150000.0,38.0
1200000.0,39.1
1250000.0,38.8
1300000.0,46.3
1350000.0,42.2
1400000.0,42.3
1450000.0,41.8
1500000.0,41.5
1550000.0,40.5
1600000.0,41.0
1650000.0,40.2
1700000.0,40.1
1750000.0,40.2
1800000.0,39.8
1850000.0,39.9
1900000.0,39.8
1950000.0,40.1
2000000.0,39.9
2050000.0,36.8
2100000.0,30.5
2150000.0,31.3
2200000.0,31.6
2250000.0,31.5
2300000.0,29.9
2350000.0,30.1
2400000.0,29.9
2450000.0,29.6
2500000.0,29.8
2550000.0,40.2
2600000.0,39.9
2650000.0,40.1
2700000.0,40.1
2750000.0,40.2
2800000.0,39.9
2850000.0,40.6
2900000.0,40.0
2950000.0,40.1
3000000.0,39.8
3050000.0,37.2
3100000.0,28.4
3150000.0,27.9
3200000.0,27.8
3250000.0,28.1
3300000.0,29.8
3350000.0,29.7
3400000.0,29.8
3450000.0,30.3
3500000.0,29.8
3550000.0,39.9
3600000.0,40.0
3650000.0,40.1
3700000.0,40.6
3750000.0,40.6
3800000.0,42.3
3850000.0,40.1
3900000.0,40.0
3950000.0,39.9
4000000.0,39.9
