200000.0,170.2
400000.0,159.4
600000.0,204.0
800000.0,202.5
1000000.0,204.8
1200000.0,255.5
1400000.0,271.7
1600000.0,265.8
1800000.0,259.0
2000000.0,261.7
2200000.0,282.5
2400000.0,281.4
2600000.0,279.7
2800000.0,279.8
3000000.0,279.4
3200000.0,280.1
3400000.0,280.6
3600000.0,282.4
3800000.0,278.9
4000000.0,279.4
4200000.0,164.7
4400000.0,143.8
4600000.0,158.4
4800000.0,164.3
5000000.0,160.7
5200000.0,179.9
5400000.0,180.0
5600000.0,178.6
5800000.0,178.4
6000000.0,182.4
6200000.0,172.5
6400000.0,172.2
6600000.0,172.0
6800000.0,171.3
7000000.0,175.7
7200000.0,172.4
7400000.0,172.4
7600000.0,172.1
7800000.0,172.1
8000000.0,171.8
8200000.0,150.6
8400000.0,125.4
8600000.0,131.2
8800000.0,129.9
9000000.0,129.8
9200000.0,124.9
9400000.0,125.7
9600000.0,124.8
9800000.0,124.9
1.0E7,125.3
1.02E7,173.1
1.04E7,172.2
1.06E7,174.2
1.08E7,172.3
1.1E7,186.5
1.12E7,171.8
1.14E7,172.1
1.16E7,172.1
1.18E7,172.2
1.2E7,173.0
1.22E7,157.5
1.24E7,115.0
1.26E7,112.5
1.28E7,113.3
1.3E7,111.9
1.32E7,124.9
1.34E7,124.6
1.36E7,124.9
1.38E7,124.5
1.4E7,125.5
1.42E7,173.6
1.44E7,187.4
1.46E7,171.3
1.48E7,172.6
1.5E7,172.1
1.52E7,171.8
1.54E7,173.4
1.56E7,171.5
1.58E7,172.3
1.6E7,172.3
1.62E7,151.5
1.64E7,117.4
1.66E7,112.0
1.68E7,111.1
1.7E7,111.9
1.72E7,128.1
1.74E7,125.6
1.76E7,124.8
1.78E7,124.5
1.8E7,124.8
1.82E7,171.1
1.84E7,172.5
1.86E7,172.1
1.88E7,172.1
1.9E7,171.6
1.92E7,173.2
1.94E7,171.9
1.96E7,173.1
1.98E7,172.8
2.0E7,171.9
